Epoch	SAC_Avg_Qvalue1	SAC_Avg_Qvalue2	SAC_Avg_Policy	SAC_Avg_Alpha	
55	1.6404784040059894	1.6404730094363913	-0.6822435869835317	0.005638052254198556
56	1.632744474336505	1.6327272953931242	-0.6816575373522937	0.005138732285558945
57	1.6252617773134261	1.6252604130422696	-0.6823163324734196	0.004683644212036597
58	1.618636994739063	1.6186366692418233	-0.6821083149407059	0.0042687792256401735
59	1.6111215187702328	1.6111074675573036	-0.6822878945386037	0.0038906336937998276
60	1.6071388415293768	1.607167877140455	-0.6824323366745375	0.00354599339766537
61	1.600271122995764	1.600265183718875	-0.6817381650907919	0.0032319412175638718
62	1.5942428240086883	1.594281992642209	-0.6818826503003947	0.002945743224245234
63	1.5939258098369464	1.5939254004042596	-0.6818615849479102	0.002684852785023395
64	1.5944403077010065	1.5944426211062819	-0.6804993500118144	0.002447119993803426
65	1.592854256508872	1.5928587371017784	-0.6820233035832644	0.0022303422274490003
66	1.5948569383472204	1.5948590595507994	-0.681491743947845	0.002032807516684443
67	1.5970805395627394	1.5970788715640083	-0.6805857823346741	0.0018527629396203338
68	1.5991617048857734	1.5991624592570588	-0.679431150725577	0.0016887377969396766
69	1.5993723614374176	1.5993825213517994	-0.6799044354702346	0.001539216028163537
70	1.5906004899879918	1.590591938700527	-0.6796516109025106	0.0014028832050598794
71	1.593196204630658	1.5931866106111556	-0.6799226894509047	0.0012786336930048492
72	1.588063158094883	1.5880828544031829	-0.6804247375694104	0.001165368879583184
73	1.5872278831666335	1.5872425376437604	-0.6790781657909974	0.0010621641865782294
74	1.5874094606842846	1.5874238134128973	-0.6783727923757397	0.0009681010155304648
75	1.5851376813370734	1.585120998788625	-0.6759184512775391	0.0008824502460242911
76	1.5835542624117807	1.5835560034029186	-0.6770654757274315	0.0008043404395721154
77	1.5838799936464056	1.5838918088702485	-0.6769505147240125	0.0007330993210530323
78	1.5761645254679024	1.5761997372610494	-0.6766767146764323	0.0006681586599484035
79	1.5757503933273256	1.575736328610219	-0.6758665486122482	0.0006089966498166177
80	1.5784039181889966	1.5783697710139677	-0.6757077686488628	0.0005550682175226029
81	1.5755329311359674	1.5755272110691294	-0.6738719443092123	0.0005059386924983755
82	1.5766557736787945	1.576655288808979	-0.6744033347349614	0.0004611523665403183
83	1.5794239103561267	1.5793851660564542	-0.6740383440046571	0.0004203148880037588
84	1.5785698298132047	1.5785655428189784	-0.6752812933409587	0.00038307871292886375
85	1.5799275238532573	1.5799201187910512	-0.6739340985077433	0.0003491557323229699
86	1.5767121938988566	1.5767038043122739	-0.6759668989107013	0.0003182196028603812
87	1.5753433555364609	1.575386808719486	-0.6730240876204334	0.00029004496596485296
88	1.5752980950055644	1.5753024582518265	-0.6729081944795325	0.00026436325597956056
89	1.577336422400549	1.5773401436163113	-0.6730921014095657	0.00024095080340202912
90	1.5817407696740702	1.581742816255428	-0.6723137912922539	0.00021961606084630603
91	1.5814697672612965	1.5814231291878968	-0.6706089684157632	0.00020017025677532274
92	1.575348884332925	1.5753298714989796	-0.6701150199514814	0.00018245494591440092
93	1.5765612756367773	1.576561208581552	-0.6727789894212037	0.0001662883845909846
94	1.5795808736002073	1.5795844992389902	-0.6718682394130155	0.0001515578803292783
95	1.5795809202827513	1.5795810908311978	-0.6728942156769335	0.00013812901133292144
96	1.5790581388864666	1.5790526897180825	-0.6722659229417332	0.0001258931484287018
97	1.5771145797334611	1.5770947051933035	-0.6712369844317436	0.00011474821742751828
98	1.578786157304421	1.5787906983168796	-0.6698134792968631	0.00010459138781016009
99	1.5833750480087474	1.5833774633938447	-0.6711122608394362	9.532955474611526e-05
100	1.5839340888196602	1.5839313752949238	-0.6701881364569999	8.688772059883831e-05
101	1.579022124176845	1.5790702702943236	-0.6702410017023794	7.91916853870589e-05
102	1.5732020301511511	1.5731817572377622	-0.670633916510269	7.217873361753391e-05
103	1.5775553651619703	1.577545317588374	-0.6705361665808596	6.578823830949432e-05
104	1.579106702003628	1.5791209534509107	-0.6703814413049258	5.996226897764245e-05
105	1.582738246768713	1.5827367514139041	-0.6703792058397084	5.4649280787799626e-05
106	1.5832295140717179	1.5832384743262082	-0.6705575187806971	4.98097856720392e-05
107	1.5865106963319704	1.5865062988596037	-0.6694605207885616	4.539912078982411e-05
108	1.5901144800009206	1.590108662378043	-0.6695727753103711	4.137883236055018e-05
109	1.5849289043108001	1.5849223034456372	-0.6691835451056249	3.771471515889857e-05
110	1.587537404964678	1.5875456585781649	-0.669605269562453	3.437500195957455e-05
111	1.5878887496655807	1.5878966780146584	-0.668533053365536	3.1330291520248466e-05
112	1.5888128099031746	1.588805079110898	-0.6678293152945116	2.85576156944245e-05
113	1.5867298480588943	1.5867173977894709	-0.6700571999535896	2.6026879309526407e-05
114	1.5889575250912458	1.588960897643119	-0.6698835278511979	2.372129814887103e-05
115	1.5928636270109564	1.5928647491382435	-0.6704847398214042	2.1620075564499075e-05
116	1.593641165876761	1.5936375467572361	-0.6699399100034498	1.97051585661967e-05
117	1.59407920204103	1.5940886876778677	-0.6689825796638615	1.7960426738738988e-05
118	1.5869376389309764	1.5869152233935893	-0.6697797353263013	1.6370230621731707e-05
119	1.5895351025974378	1.5895477014128119	-0.669648659939412	1.4920654450634174e-05
120	1.5909219223540276	1.590915919514373	-0.6702914352645166	1.3599709100198254e-05
121	1.5917635972145945	1.5917679750127718	-0.6694048087229021	1.2395615607729837e-05
122	1.5939567371970043	1.5939949363237247	-0.6708190041827038	1.1297877066773765e-05
123	1.5887733725830913	1.5887816712493077	-0.6713669956661761	1.0297437335715642e-05
124	1.587113864836283	1.5871245942544192	-0.6693272641859949	9.386118621002026e-06
125	1.590663323062472	1.5906489235349	-0.6695516971522011	8.555084847650107e-06
126	1.589206600561738	1.589206806733273	-0.6703887034673244	7.797930447139834e-06
127	1.5906584550393745	1.5906570790102705	-0.669272847531829	7.107647188142607e-06
128	1.5928349000168964	1.5928420537384227	-0.6696853074245155	6.478620116379119e-06
129	1.5926104083191603	1.592598119052127	-0.6701888274401426	5.904961870584202e-06
130	1.5923709799535573	1.5923694435041398	-0.668337813927792	5.382404170806154e-06
131	1.5924796925392002	1.5924749105470255	-0.6700618749600835	4.906192311082691e-06
132	1.5943651773268357	1.5943667161045596	-0.6689121672534384	4.4718658469555805e-06
133	1.593687724438496	1.5936849783174694	-0.6692773685208522	4.076272448916285e-06
134	1.593773922068067	1.5937617593444884	-0.668973290361464	3.715567860940183e-06
135	1.5939041172387078	1.5939102080883458	-0.6696855060290545	3.386819568795829e-06
136	1.5941650927998126	1.5941478447057307	-0.6700229607522488	3.0871153802181084e-06
137	1.597300572320819	1.5972947322297841	-0.6704262216808274	2.8140607584159483e-06
138	1.5993144345702603	1.5993144660023972	-0.671619962726254	2.5649862340770824e-06
139	1.596177521161735	1.5961812547175214	-0.6698115927865729	2.3382506857405616e-06
140	1.5990531294373795	1.5990472658304498	-0.6693324139341712	2.1315845244451737e-06
141	1.5975221678381786	1.597529213060625	-0.6689602087717503	1.9432422511123093e-06
142	1.5949097380507737	1.5948837844189256	-0.6701765019679442	1.7715140308016686e-06
143	1.5946805014973506	1.5946856226073578	-0.6692691032076254	1.6149923457442483e-06
144	1.5951803773641586	1.595144764170982	-0.6689666027668864	1.4724063351900796e-06
145	1.5938039171742275	1.5938214983325452	-0.6702748504467309	1.3423598138606607e-06
146	1.5951921505620703	1.5951780650066212	-0.6691886376356706	1.2239159683513634e-06
147	1.5982548539759591	1.5982451038435102	-0.668840263504535	1.1159215799194655e-06
148	1.5996031245449558	1.599606613861397	-0.6689810373354703	1.017511152778816e-06
149	1.59610408032313	1.5961481870617718	-0.6701402746257372	9.278295657333402e-07
150	1.590538989403285	1.5905475819017738	-0.6713389744400047	8.460442478819274e-07
151	1.5891571935499087	1.5891749538714066	-0.6693864649860188	7.715697488142048e-07
152	1.592462713480927	1.5924572901567444	-0.6692290941136889	7.037353731975671e-07
153	1.5939053993206471	1.5939195024548098	-0.6688120011240244	6.418810832298227e-07
154	1.5971310241147876	1.5971139802131802	-0.6701340066501871	5.854620998002602e-07
155	1.5999526511877775	1.5999522716738284	-0.6695616313372739	5.340604684045402e-07
156	1.6024469884578139	1.602457765256986	-0.6693377771880478	4.871831552344386e-07
157	1.6023838266264647	1.6023803943535313	-0.6697343902196735	4.444761831368105e-07
158	1.604650696623139	1.6046573118073866	-0.6688929263036698	4.055340254438544e-07
159	1.6069313697516918	1.606928031425923	-0.6700371742481366	3.7004009290075857e-07
160	1.606160319992341	1.606146979960613	-0.6689669585321099	3.376831758383769e-07
161	1.6057720187818632	1.605770913651213	-0.6698375900741667	3.0820892038541103e-07
